task_id,user_id,completion_time,task_switches,interruptions,worked_outside_hours,actual_start_date,actual_completion_date,efficiency_ratio
task_42337,user_003,3.0,0,0,False,2025-03-22 01:20:11.657294,2025-03-24 01:20:11.657294,1.542
task_42344,user_002,11.05,0,4,False,2025-03-21 01:20:11.657294,2025-03-25 01:20:11.657294,0.572
task_42345,user_008,7.32,0,1,False,2025-04-04 01:20:11.657294,2025-04-10 01:20:11.657294,0.602
task_42347,user_008,4.26,0,0,False,2025-07-05 01:20:11.657294,2025-07-06 01:20:11.657294,0.829
task_42349,user_007,4.44,4,1,False,2025-03-09 01:20:11.657294,2025-03-11 01:20:11.657294,0.538
task_42358,user_001,3.36,0,2,False,2025-07-06 01:20:11.657294,2025-07-09 01:20:11.657294,0.599
task_42361,user_003,1.62,0,3,False,2025-05-27 01:20:11.657294,2025-06-02 01:20:11.657294,1.998
task_42370,user_008,9.27,0,0,False,2025-05-13 01:20:11.657294,2025-05-23 01:20:11.657294,0.718
task_42372,user_005,4.89,0,1,False,2025-05-07 01:20:11.657294,2025-05-12 01:20:11.657294,0.744
task_42374,user_008,3.91,0,0,False,2025-04-19 01:20:11.657294,2025-04-20 01:20:11.657294,0.808
task_42376,user_006,4.85,0,3,False,2025-06-08 01:20:11.657294,2025-06-11 01:20:11.657294,0.777
task_42377,user_001,2.67,0,1,True,2025-02-18 01:20:11.657294,2025-02-20 01:20:11.657294,1.014
task_42382,user_008,1.11,0,0,True,2025-07-15 01:20:11.657294,2025-07-16 01:20:11.657294,0.89
task_42384,user_010,2.02,2,0,False,2025-05-30 01:20:11.657294,2025-06-03 01:20:11.657294,2.084
task_42385,user_002,6.37,0,1,False,2025-03-14 01:20:11.657294,2025-03-19 01:20:11.657294,0.593
task_42386,user_007,1.41,1,1,False,2025-02-28 01:20:11.657294,2025-03-02 01:20:11.657294,0.81
task_42387,user_007,1.88,3,0,False,2025-04-17 01:20:11.657294,,0.645
task_42389,user_007,0.1,0,0,False,2025-06-24 01:20:11.657294,,44.8
task_42400,user_006,0.94,0,1,False,2025-03-25 01:20:11.657294,2025-03-27 01:20:11.657294,0.918
task_42407,user_007,1.46,6,0,False,2025-06-06 01:20:11.657294,,0.41
task_42409,user_003,3.27,0,1,False,2025-03-06 01:20:11.657294,2025-03-06 01:20:11.657294,0.929
task_42412,user_002,5.39,0,0,False,2025-04-09 01:20:11.657294,2025-04-13 01:20:11.657294,1.112
task_42420,user_002,3.11,0,1,False,2025-07-29 01:20:11.657294,2025-08-01 01:20:11.657294,0.688
task_42427,user_007,3.72,1,1,False,2025-03-09 01:20:11.657294,2025-03-10 01:20:11.657294,1.715
task_42430,user_001,12.67,0,1,True,2025-05-15 01:20:11.657294,2025-05-22 01:20:11.657294,0.474
task_42436,user_007,2.0,2,1,True,2025-05-21 01:20:11.657294,2025-05-22 01:20:11.657294,0.972
task_42444,user_001,2.9,0,1,False,2025-08-11 01:20:11.657294,,0.617
task_42448,user_010,0.81,1,1,False,2025-08-04 01:20:11.657294,2025-08-08 01:20:11.657294,1.291
task_42452,user_001,6.29,0,0,False,2025-03-28 01:20:11.657294,2025-04-02 01:20:11.657294,0.803
task_42453,user_007,7.64,0,0,False,2025-07-11 01:20:11.657294,2025-07-19 01:20:11.657294,0.817
task_42457,user_001,3.13,0,2,False,2025-04-06 01:20:11.657294,2025-04-08 01:20:11.657294,0.703
task_42460,user_008,0.96,0,0,True,2025-04-14 01:20:11.657294,2025-04-17 01:20:11.657294,0.868
task_42463,user_009,1.93,3,0,False,2025-03-16 01:20:11.657294,2025-03-20 01:20:11.657294,0.538
task_42465,user_010,1.77,0,1,False,2025-08-05 01:20:11.657294,2025-08-09 01:20:11.657294,1.445
task_42466,user_004,0.82,1,0,False,2025-06-20 01:20:11.657294,,1.41
task_42468,user_009,5.55,1,1,False,2025-05-24 01:20:11.657294,2025-06-03 01:20:11.657294,0.396
task_42469,user_002,2.03,0,1,False,2025-02-22 01:20:11.657294,2025-02-23 01:20:11.657294,0.941
task_42471,user_006,3.32,0,0,False,2025-06-17 01:20:11.657294,2025-06-17 01:20:11.657294,0.808
task_42473,user_005,4.62,0,0,False,2025-03-30 01:20:11.657294,2025-04-05 01:20:11.657294,1.283
task_42476,user_004,9.65,6,1,False,2025-07-14 01:20:11.657294,,0.932
task_42479,user_002,5.16,0,1,True,2025-05-20 01:20:11.657294,2025-05-25 01:20:11.657294,1.043
task_42480,user_002,3.85,0,0,False,2025-06-21 01:20:11.657294,2025-06-23 01:20:11.657294,1.82
task_42483,user_009,3.2,1,1,False,2025-05-02 01:20:11.657294,,0.468
task_42485,user_004,3.12,3,1,False,2025-02-24 01:20:11.657294,2025-02-24 01:20:11.657294,0.897
task_42486,user_002,1.63,0,1,False,2025-06-17 01:20:11.657294,2025-06-20 01:20:11.657294,0.789
task_42488,user_009,1.46,1,0,False,2025-06-28 01:20:11.657294,,0.486
task_42492,user_004,3.37,0,0,False,2025-02-23 01:20:11.657294,,1.489
task_42493,user_002,3.82,0,0,False,2025-03-19 01:20:11.657294,2025-03-27 01:20:11.657294,0.619
task_42496,user_008,2.8,0,0,True,2025-03-08 01:20:11.657294,2025-03-09 01:20:11.657294,1.139
task_42497,user_003,2.14,0,0,False,2025-07-12 01:20:11.657294,,1.14
task_42502,user_003,2.03,0,1,False,2025-03-30 01:20:11.657294,2025-03-30 01:20:11.657294,1.387
task_42507,user_008,7.78,0,0,False,2025-03-22 01:20:11.657294,2025-03-23 01:20:11.657294,0.63
task_42512,user_002,14.68,0,0,False,2025-05-25 01:20:11.657294,2025-06-03 01:20:11.657294,0.409
task_42513,user_005,2.52,0,1,True,2025-06-06 01:20:11.657294,2025-06-08 01:20:11.657294,0.963
task_42514,user_007,7.16,2,0,True,2025-03-05 01:20:11.657294,2025-03-11 01:20:11.657294,0.688
task_42517,user_005,2.97,0,0,False,2025-03-28 01:20:11.657294,,0.795
task_42518,user_003,3.5,0,1,False,2025-07-22 01:20:11.657294,2025-07-26 01:20:11.657294,1.135
task_42521,user_003,2.32,0,1,False,2025-07-08 01:20:11.657294,,0.98
task_42522,user_001,5.11,0,1,False,2025-05-22 01:20:11.657294,2025-05-24 01:20:11.657294,0.613
task_42526,user_003,3.59,0,0,False,2025-07-22 01:20:11.657294,2025-07-22 01:20:11.657294,0.834
task_42527,user_004,0.71,3,1,False,2025-02-21 01:20:11.657294,2025-02-21 01:20:11.657294,0.774
task_42530,user_009,2.16,4,1,False,2025-02-16 01:20:11.657294,2025-02-21 01:20:11.657294,0.5
task_42531,user_005,1.53,0,0,True,2025-07-31 01:20:11.657294,2025-02-21 01:20:11.657294,0.933
task_42536,user_001,10.31,0,1,False,2025-02-27 01:20:11.657294,2025-03-01 01:20:11.657294,0.618
task_42537,user_008,2.69,0,0,False,2025-05-29 01:20:11.657294,2025-05-29 01:20:11.657294,1.363
task_42538,user_004,1.52,0,1,False,2025-02-26 01:20:11.657294,2025-02-27 01:20:11.657294,1.247
task_42539,user_005,1.05,0,1,False,2025-05-11 01:20:11.657294,2025-05-11 01:20:11.657294,0.919
task_42541,user_009,1.09,1,0,False,2025-07-19 01:20:11.657294,2025-07-21 01:20:11.657294,0.607
task_42544,user_003,7.24,0,0,False,2025-06-22 01:20:11.657294,2025-06-23 01:20:11.657294,0.945
task_42547,user_005,1.36,0,1,False,2025-07-14 01:20:11.657294,2025-07-19 01:20:11.657294,0.785
task_42548,user_001,2.14,0,2,False,2025-02-26 01:20:11.657294,2025-03-01 01:20:11.657294,2.053
task_42552,user_003,3.55,0,0,True,2025-06-04 01:20:11.657294,2025-06-07 01:20:11.657294,1.028
task_42555,user_002,3.43,0,1,False,2025-02-26 01:20:11.657294,2025-03-01 01:20:11.657294,0.768
task_42556,user_003,0.73,0,0,False,2025-07-28 01:20:11.657294,2025-07-30 01:20:11.657294,0.79
task_42559,user_002,2.29,0,2,False,2025-02-17 01:20:11.657294,2025-02-17 01:20:11.657294,0.625
task_42560,user_010,6.66,3,0,False,2025-04-20 01:20:11.657294,2025-04-24 01:20:11.657294,0.891
task_42561,user_003,3.99,0,2,False,2025-05-04 01:20:11.657294,,0.953
task_42562,user_007,8.22,1,1,True,2025-03-13 01:20:11.657294,,0.699
task_42565,user_005,1.11,0,1,False,2025-03-31 01:20:11.657294,2025-03-31 01:20:11.657294,0.823
task_42572,user_006,2.12,0,1,False,2025-03-08 01:20:11.657294,2025-03-11 01:20:11.657294,0.619
task_42573,user_003,6.09,0,0,False,2025-05-12 01:20:11.657294,2025-05-15 01:20:11.657294,0.894
task_42574,user_007,6.82,1,1,False,2025-07-29 01:20:11.657294,2025-07-29 01:20:11.657294,0.623
task_42579,user_001,3.65,0,0,False,2025-05-01 01:20:11.657294,2025-05-03 01:20:11.657294,0.876
task_42582,user_004,0.67,0,2,False,2025-06-24 01:20:11.657294,2025-06-25 01:20:11.657294,0.922
task_42586,user_005,1.52,0,0,True,2025-06-22 01:20:11.657294,,2.436
task_42587,user_009,5.09,3,0,True,2025-06-18 01:20:11.657294,2025-06-27 01:20:11.657294,0.505
task_42588,user_010,2.78,0,0,False,2025-05-06 01:20:11.657294,2025-05-16 01:20:11.657294,2.111
task_42589,user_009,2.15,2,0,False,2025-08-09 01:20:11.657294,2025-05-16 01:20:11.657294,0.503
task_42592,user_004,2.38,0,1,False,2025-04-26 01:20:11.657294,2025-04-26 01:20:11.657294,1.338
task_42594,user_005,7.0,0,1,True,2025-07-23 01:20:11.657294,2025-07-29 01:20:11.657294,0.718
task_42596,user_004,1.77,1,0,False,2025-06-28 01:20:11.657294,2025-06-30 01:20:11.657294,1.237
task_42600,user_006,4.47,0,0,False,2025-06-07 01:20:11.657294,2025-06-09 01:20:11.657294,0.725
task_42601,user_007,4.91,0,1,False,2025-02-17 01:20:11.657294,2025-02-27 01:20:11.657294,0.858
task_42612,user_001,5.35,0,1,True,2025-05-24 01:20:11.657294,2025-05-28 01:20:11.657294,0.839
task_42616,user_009,4.41,2,1,True,2025-06-30 01:20:11.657294,2025-07-13 01:20:11.657294,0.953
task_42617,user_007,7.24,2,0,False,2025-06-06 01:20:11.657294,2025-06-07 01:20:11.657294,0.634
task_42618,user_003,1.45,0,1,False,2025-05-17 01:20:11.657294,2025-05-19 01:20:11.657294,0.854
task_42619,user_010,3.68,2,1,False,2025-03-13 01:20:11.657294,2025-03-20 01:20:11.657294,1.367
task_42623,user_002,2.11,0,1,True,2025-04-12 01:20:11.657294,2025-04-14 01:20:11.657294,1.054
task_42624,user_002,6.83,0,1,False,2025-07-08 01:20:11.657294,2025-07-17 01:20:11.657294,0.816
task_42626,user_006,1.74,0,1,False,2025-06-18 01:20:11.657294,2025-06-18 01:20:11.657294,0.86
task_42628,user_003,0.37,0,1,False,2025-03-12 01:20:11.657294,2025-03-15 01:20:11.657294,1.46
task_42629,user_007,1.66,2,0,False,2025-05-24 01:20:11.657294,2025-05-26 01:20:11.657294,0.722
task_42630,user_003,2.63,0,0,False,2025-06-08 01:20:11.657294,2025-06-09 01:20:11.657294,0.806
task_42638,user_003,1.93,0,1,False,2025-07-08 01:20:11.657294,2025-07-10 01:20:11.657294,0.725
task_42642,user_009,3.53,2,0,True,2025-03-29 01:20:11.657294,2025-03-29 01:20:11.657294,0.547
task_42645,user_005,3.81,0,0,False,2025-06-10 01:20:11.657294,2025-06-10 01:20:11.657294,1.029
task_42648,user_006,7.04,0,0,False,2025-06-06 01:20:11.657294,2025-06-06 01:20:11.657294,0.784
task_42650,user_003,0.84,0,0,False,2025-06-04 01:20:11.657294,2025-06-04 01:20:11.657294,0.765
task_42651,user_009,8.59,2,1,False,2025-06-10 01:20:11.657294,,0.916
task_42655,user_003,16.43,0,3,False,2025-04-12 01:20:11.657294,2025-04-14 01:20:11.657294,0.441
task_42656,user_007,2.64,1,0,False,2025-06-14 01:20:11.657294,,0.935
task_42658,user_009,17.84,1,2,False,2025-06-11 01:20:11.657294,2025-06-11 01:20:11.657294,0.416
task_42661,user_007,4.47,1,2,False,2025-07-10 01:20:11.657294,2025-07-18 01:20:11.657294,0.591
task_42664,user_009,2.84,0,0,False,2025-05-20 01:20:11.657294,,0.669
task_42667,user_005,3.23,0,1,False,2025-02-22 01:20:11.657294,2025-02-23 01:20:11.657294,1.007
task_42671,user_009,3.77,2,1,False,2025-05-09 01:20:11.657294,2025-05-10 01:20:11.657294,0.615
task_42678,user_009,2.39,3,1,False,2025-04-06 01:20:11.657294,2025-04-13 01:20:11.657294,0.924
task_42681,user_003,3.25,0,0,False,2025-03-22 01:20:11.657294,,1.777
task_42682,user_009,6.88,3,2,False,2025-05-13 01:20:11.657294,,0.362
task_42691,user_005,1.6,0,2,True,2025-04-26 01:20:11.657294,2025-04-26 01:20:11.657294,0.849
task_42693,user_008,2.0,0,1,False,2025-05-29 01:20:11.657294,2025-05-30 01:20:11.657294,0.661
task_42695,user_008,3.55,0,1,False,2025-05-15 01:20:11.657294,,0.732
task_42697,user_001,4.3,0,2,False,2025-05-06 01:20:11.657294,2025-05-08 01:20:11.657294,0.756
task_42698,user_002,1.77,0,2,False,2025-06-13 01:20:11.657294,2025-06-15 01:20:11.657294,0.772
task_42700,user_002,9.17,0,0,False,2025-03-03 01:20:11.657294,2025-03-07 01:20:11.657294,0.807
task_42702,user_004,2.47,1,0,False,2025-07-09 01:20:11.657294,2025-07-10 01:20:11.657294,1.131
task_42704,user_010,5.21,1,0,False,2025-07-17 01:20:11.657294,,0.728
task_42706,user_006,3.01,0,0,False,2025-05-02 01:20:11.657294,2025-05-07 01:20:11.657294,1.82
task_42708,user_008,5.93,0,1,False,2025-05-25 01:20:11.657294,2025-06-01 01:20:11.657294,0.578
task_42714,user_008,1.14,0,1,False,2025-03-23 01:20:11.657294,2025-03-24 01:20:11.657294,0.839
task_42715,user_009,2.95,4,0,True,2025-05-12 01:20:11.657294,2025-05-20 01:20:11.657294,0.538
task_42716,user_008,1.26,0,2,False,2025-08-06 01:20:11.657294,2025-08-08 01:20:11.657294,0.754
task_42720,user_004,1.94,2,0,False,2025-05-29 01:20:11.657294,,0.989
task_42723,user_010,2.39,0,0,False,2025-02-26 01:20:11.657294,2025-03-03 01:20:11.657294,1.215
task_42724,user_004,5.91,1,0,False,2025-07-29 01:20:11.657294,2025-08-05 01:20:11.657294,0.736
task_42729,user_004,2.2,0,0,False,2025-06-19 01:20:11.657294,2025-06-20 01:20:11.657294,1.124
task_42730,user_006,4.75,0,0,False,2025-06-16 01:20:11.657294,2025-06-17 01:20:11.657294,0.986
task_42731,user_009,2.26,0,1,False,2025-02-28 01:20:11.657294,2025-03-02 01:20:11.657294,0.605
task_42733,user_005,3.77,0,1,False,2025-06-21 01:20:11.657294,2025-06-25 01:20:11.657294,1.127
task_42736,user_005,3.04,0,1,True,2025-08-12 01:20:11.657294,,1.227
task_42741,user_003,1.17,0,0,True,2025-05-08 01:20:11.657294,,1.096
task_42744,user_010,14.07,3,1,False,2025-07-22 01:20:11.657294,2025-07-27 01:20:11.657294,0.748
task_42745,user_009,5.48,1,2,False,2025-06-16 01:20:11.657294,2025-06-16 01:20:11.657294,0.482
task_42746,user_007,1.6,1,1,True,2025-08-04 01:20:11.657294,2025-08-05 01:20:11.657294,1.017
task_42752,user_003,5.93,0,2,False,2025-02-21 01:20:11.657294,2025-03-01 01:20:11.657294,0.877
task_42753,user_005,2.59,0,2,False,2025-05-17 01:20:11.657294,2025-05-22 01:20:11.657294,1.218
task_42755,user_006,1.81,0,1,True,2025-03-11 01:20:11.657294,2025-03-15 01:20:11.657294,1.046
task_42757,user_006,4.31,0,1,True,2025-05-07 01:20:11.657294,2025-05-11 01:20:11.657294,1.576
task_42759,user_005,1.64,0,0,True,2025-06-15 01:20:11.657294,2025-06-18 01:20:11.657294,0.941
task_42760,user_006,1.33,0,0,True,2025-05-06 01:20:11.657294,2025-05-08 01:20:11.657294,0.983
task_42766,user_003,10.55,0,0,False,2025-08-12 01:20:11.657294,2025-08-19 01:20:11.657294,0.753
task_42772,user_006,1.38,0,1,False,2025-05-08 01:20:11.657294,2025-05-08 01:20:11.657294,0.78
task_42774,user_005,2.32,0,2,False,2025-05-07 01:20:11.657294,2025-05-09 01:20:11.657294,1.213
task_42775,user_001,2.39,0,0,False,2025-06-11 01:20:11.657294,2025-06-15 01:20:11.657294,2.137
task_42776,user_010,2.21,0,2,True,2025-04-06 01:20:11.657294,,1.455
task_42778,user_007,1.27,1,0,False,2025-03-27 01:20:11.657294,,0.624
task_42783,user_003,12.92,0,0,False,2025-03-06 01:20:11.657294,2025-03-12 01:20:11.657294,0.615
task_42787,user_001,2.27,0,1,False,2025-05-02 01:20:11.657294,2025-05-07 01:20:11.657294,0.766
task_42790,user_005,1.11,0,0,False,2025-02-17 01:20:11.657294,2025-02-24 01:20:11.657294,1.301
task_42793,user_009,4.9,1,0,False,2025-04-12 01:20:11.657294,2025-04-13 01:20:11.657294,0.59
task_42794,user_009,5.02,1,1,False,2025-05-28 01:20:11.657294,2025-05-30 01:20:11.657294,0.764
task_42797,user_010,7.94,2,0,True,2025-02-14 01:20:11.657294,,0.974
task_42798,user_010,1.98,2,0,False,2025-03-18 01:20:11.657294,,0.897
task_42799,user_001,0.64,0,1,False,2025-05-29 01:20:11.657294,2025-06-04 01:20:11.657294,0.781
task_42800,user_001,3.47,0,2,True,2025-07-15 01:20:11.657294,2025-07-18 01:20:11.657294,0.822
task_42801,user_006,6.41,0,1,False,2025-08-09 01:20:11.657294,2025-08-11 01:20:11.657294,0.693
task_42804,user_006,2.17,0,1,False,2025-05-31 01:20:11.657294,2025-06-02 01:20:11.657294,0.782
task_42810,user_006,3.96,0,2,False,2025-03-06 01:20:11.657294,2025-03-10 01:20:11.657294,0.697
task_42811,user_002,7.55,0,2,False,2025-05-29 01:20:11.657294,2025-05-29 01:20:11.657294,0.824
task_42816,user_004,4.7,0,0,False,2025-02-26 01:20:11.657294,2025-03-04 01:20:11.657294,1.044
task_42819,user_002,4.82,0,1,False,2025-05-31 01:20:11.657294,,0.732
task_42820,user_004,0.66,2,0,False,2025-06-24 01:20:11.657294,,1.351
task_42824,user_001,2.09,0,0,False,2025-07-21 01:20:11.657294,2025-07-23 01:20:11.657294,0.941
task_42826,user_007,2.15,2,1,False,2025-04-23 01:20:11.657294,2025-04-23 01:20:11.657294,0.786
task_42829,user_007,2.66,1,2,False,2025-03-07 01:20:11.657294,2025-03-08 01:20:11.657294,0.504
task_42830,user_002,1.73,0,0,False,2025-03-09 01:20:11.657294,2025-03-12 01:20:11.657294,1.008
task_42831,user_002,3.93,0,1,False,2025-02-21 01:20:11.657294,,0.946
task_42832,user_003,5.26,0,0,False,2025-07-07 01:20:11.657294,2025-07-10 01:20:11.657294,0.616
task_42834,user_010,2.69,1,1,False,2025-07-17 01:20:11.657294,2025-07-25 01:20:11.657294,1.041
task_42835,user_006,4.23,0,1,False,2025-02-16 01:20:11.657294,,1.008
task_42842,user_008,1.9,0,0,False,2025-06-27 01:20:11.657294,,0.779
task_42844,user_005,12.39,0,0,False,2025-05-26 01:20:11.657294,,0.556
task_42849,user_010,2.2,0,0,True,2025-06-14 01:20:11.657294,2025-06-24 01:20:11.657294,1.638
task_42851,user_010,0.79,2,1,False,2025-02-22 01:20:11.657294,2025-02-28 01:20:11.657294,0.876
task_42852,user_006,1.53,0,2,False,2025-02-20 01:20:11.657294,2025-02-22 01:20:11.657294,0.76
task_42853,user_009,4.59,1,0,True,2025-07-14 01:20:11.657294,,0.626
task_42855,user_002,3.38,0,0,True,2025-02-20 01:20:11.657294,2025-02-21 01:20:11.657294,0.901
task_42857,user_002,11.05,0,3,False,2025-06-04 01:20:11.657294,2025-06-07 01:20:11.657294,0.509
task_42858,user_009,6.48,1,1,False,2025-03-26 01:20:11.657294,2025-03-28 01:20:11.657294,0.536
task_42861,user_010,0.78,6,0,False,2025-04-19 01:20:11.657294,,0.831
task_42864,user_006,2.11,0,1,True,2025-07-10 01:20:11.657294,2025-07-21 01:20:11.657294,1.096
task_42867,user_002,2.49,0,0,False,2025-03-02 01:20:11.657294,2025-03-05 01:20:11.657294,1.058
task_42870,user_002,5.9,0,1,False,2025-06-23 01:20:11.657294,,1.257
task_42875,user_001,2.45,0,0,False,2025-06-05 01:20:11.657294,2025-06-06 01:20:11.657294,0.844
task_42876,user_003,0.8,0,1,False,2025-04-04 01:20:11.657294,2025-04-07 01:20:11.657294,1.0
task_42879,user_008,2.07,0,1,False,2025-03-03 01:20:11.657294,2025-03-05 01:20:11.657294,0.959
task_42880,user_001,6.15,0,1,False,2025-05-22 01:20:11.657294,2025-05-23 01:20:11.657294,0.544
task_42882,user_002,2.05,0,0,False,2025-02-21 01:20:11.657294,2025-02-23 01:20:11.657294,1.158
task_42884,user_010,1.19,1,1,False,2025-08-04 01:20:11.657294,2025-08-08 01:20:11.657294,1.12
task_42886,user_005,2.88,0,2,False,2025-07-02 01:20:11.657294,2025-07-03 01:20:11.657294,0.76
task_42892,user_009,2.18,0,0,False,2025-07-02 01:20:11.657294,2025-07-02 01:20:11.657294,0.787
task_42894,user_007,3.55,3,1,False,2025-07-28 01:20:11.657294,2025-08-02 01:20:11.657294,0.6
task_42900,user_007,16.93,3,0,False,2025-03-25 01:20:11.657294,2025-03-27 01:20:11.657294,0.42
task_42902,user_008,2.25,0,1,False,2025-05-31 01:20:11.657294,2025-06-01 01:20:11.657294,0.893
task_42903,user_002,6.09,0,2,False,2025-07-25 01:20:11.657294,2025-07-30 01:20:11.657294,0.474
task_42905,user_006,4.99,0,1,False,2025-08-12 01:20:11.657294,,0.763
task_42909,user_009,1.77,1,1,False,2025-07-05 01:20:11.657294,2025-07-06 01:20:11.657294,0.671
task_42910,user_001,5.38,0,2,True,2025-02-23 01:20:11.657294,2025-03-01 01:20:11.657294,1.328
task_42914,user_001,6.31,0,0,False,2025-05-19 01:20:11.657294,,1.229
task_42915,user_008,7.24,0,0,False,2025-04-26 01:20:11.657294,,0.505
task_42916,user_006,2.88,0,1,False,2025-04-18 01:20:11.657294,2025-04-21 01:20:11.657294,1.014
task_42919,user_001,11.96,0,0,False,2025-07-13 01:20:11.657294,2025-07-15 01:20:11.657294,0.475
task_42921,user_001,3.51,0,1,False,2025-08-03 01:20:11.657294,2025-08-03 01:20:11.657294,0.835
task_42922,user_005,2.34,0,0,False,2025-02-26 01:20:11.657294,2025-02-26 01:20:11.657294,1.165
task_42924,user_008,9.42,0,2,True,2025-07-17 01:20:11.657294,,0.46
task_42927,user_005,2.0,0,0,False,2025-07-08 01:20:11.657294,2025-07-09 01:20:11.657294,3.776
task_42934,user_001,0.81,0,0,False,2025-06-30 01:20:11.657294,2025-07-02 01:20:11.657294,0.964
task_42935,user_006,4.01,0,0,False,2025-04-09 01:20:11.657294,2025-04-12 01:20:11.657294,0.78
task_42940,user_002,5.0,0,1,False,2025-07-23 01:20:11.657294,,0.728
task_42941,user_001,2.09,0,1,True,2025-06-12 01:20:11.657294,,0.84
task_42946,user_002,2.83,0,1,False,2025-06-10 01:20:11.657294,2025-06-14 01:20:11.657294,0.679
task_42949,user_002,2.21,0,0,False,2025-06-12 01:20:11.657294,2025-06-17 01:20:11.657294,1.093
task_42950,user_009,1.91,2,0,True,2025-07-29 01:20:11.657294,,0.629
task_42951,user_004,4.56,0,0,False,2025-07-16 01:20:11.657294,,0.755
task_42956,user_008,3.54,0,1,False,2025-05-12 01:20:11.657294,2025-05-15 01:20:11.657294,1.177
task_42957,user_007,4.42,1,0,False,2025-06-10 01:20:11.657294,2025-06-14 01:20:11.657294,0.817
task_42963,user_006,4.16,0,0,False,2025-04-02 01:20:11.657294,2025-04-03 01:20:11.657294,0.807
task_42966,user_002,9.18,0,0,False,2025-06-02 01:20:11.657294,2025-06-02 01:20:11.657294,0.764
task_42969,user_003,6.72,0,0,False,2025-03-26 01:20:11.657294,2025-03-28 01:20:11.657294,1.12
task_42970,user_004,0.9,0,0,True,2025-07-19 01:20:11.657294,2025-07-21 01:20:11.657294,1.286
task_42979,user_009,10.41,2,0,False,2025-03-15 01:20:11.657294,2025-03-17 01:20:11.657294,0.523
task_42983,user_008,4.33,0,2,False,2025-04-12 01:20:11.657294,2025-04-16 01:20:11.657294,0.698
task_42987,user_003,3.75,0,3,False,2025-06-04 01:20:11.657294,2025-06-05 01:20:11.657294,0.803
task_42988,user_006,3.57,0,0,True,2025-03-07 01:20:11.657294,2025-03-13 01:20:11.657294,1.059
task_42992,user_008,2.84,0,1,False,2025-07-11 01:20:11.657294,2025-07-12 01:20:11.657294,0.563
task_42994,user_007,11.33,3,2,True,2025-03-20 01:20:11.657294,2025-03-25 01:20:11.657294,0.512
task_42998,user_008,3.42,0,0,False,2025-05-02 01:20:11.657294,2025-05-14 01:20:11.657294,0.828
task_43006,user_002,6.2,0,2,True,2025-07-31 01:20:11.657294,2025-08-08 01:20:11.657294,0.382
task_43007,user_005,3.71,0,0,True,2025-06-16 01:20:11.657294,,1.045
task_43008,user_009,4.49,1,2,False,2025-05-19 01:20:11.657294,2025-05-20 01:20:11.657294,0.676
task_43009,user_005,2.91,0,0,False,2025-07-28 01:20:11.657294,2025-08-04 01:20:11.657294,1.04
task_43011,user_009,1.28,1,0,True,2025-04-07 01:20:11.657294,2025-04-10 01:20:11.657294,0.752
task_43013,user_002,5.16,0,1,False,2025-06-06 01:20:11.657294,2025-06-09 01:20:11.657294,0.728
task_43026,user_008,3.85,0,0,False,2025-05-12 01:20:11.657294,2025-05-15 01:20:11.657294,0.7
task_43027,user_010,4.38,2,0,False,2025-08-11 01:20:11.657294,2025-08-11 01:20:11.657294,1.047
task_43028,user_002,1.38,0,1,False,2025-06-11 01:20:11.657294,,0.871
task_43031,user_001,3.84,0,1,False,2025-03-14 01:20:11.657294,2025-03-21 01:20:11.657294,0.756
task_43036,user_007,1.07,0,0,False,2025-03-30 01:20:11.657294,2025-03-30 01:20:11.657294,0.764
task_43040,user_005,1.14,0,1,False,2025-05-20 01:20:11.657294,,1.033
task_43043,user_004,1.03,1,2,True,2025-07-18 01:20:11.657294,2025-07-23 01:20:11.657294,1.029
task_43044,user_006,5.23,0,1,False,2025-05-01 01:20:11.657294,2025-05-03 01:20:11.657294,1.119
task_43045,user_002,1.26,0,1,False,2025-03-12 01:20:11.657294,2025-03-12 01:20:11.657294,0.985
task_43046,user_007,8.73,2,1,True,2025-05-27 01:20:11.657294,2025-06-08 01:20:11.657294,0.577
task_43047,user_002,3.69,0,2,False,2025-05-19 01:20:11.657294,2025-05-22 01:20:11.657294,1.36
task_43050,user_004,0.94,1,0,False,2025-04-07 01:20:11.657294,2025-04-08 01:20:11.657294,1.444
task_43051,user_008,2.39,0,0,False,2025-04-24 01:20:11.657294,2025-04-24 01:20:11.657294,0.594
task_43052,user_007,5.24,2,1,False,2025-04-11 01:20:11.657294,,0.7
task_43054,user_001,24.8,0,1,False,2025-05-03 01:20:11.657294,2025-05-16 01:20:11.657294,0.425
task_43056,user_002,1.3,0,1,True,2025-06-19 01:20:11.657294,,1.022
task_43057,user_002,7.72,0,2,False,2025-04-09 01:20:11.657294,2025-04-17 01:20:11.657294,0.713
task_43058,user_003,2.7,0,0,False,2025-05-05 01:20:11.657294,2025-05-08 01:20:11.657294,0.974
task_43063,user_005,3.19,0,1,False,2025-02-18 01:20:11.657294,2025-02-28 01:20:11.657294,0.811
task_43065,user_005,4.61,0,1,True,2025-06-22 01:20:11.657294,,1.062
task_43067,user_001,1.72,0,3,False,2025-03-11 01:20:11.657294,2025-03-15 01:20:11.657294,0.633
task_43068,user_006,8.02,0,2,False,2025-07-06 01:20:11.657294,2025-07-21 01:20:11.657294,0.484
task_43072,user_010,15.55,3,1,False,2025-06-05 01:20:11.657294,2025-06-08 01:20:11.657294,0.459
